UID,top_rec
12188,"[{89: 0.3153525440959506}, [89, 72, 35, 100, 83, 76, 93, 81, 80, 87]]"
12189,"[{32: 5.088352866548726}, [32, 50, 56, 66, 89, 22, 26, 45, 65, 1]]"
12190,"[{83: 2.6885259606357232}, [83, 98, 65, 72, 27, 89, 81, 93, 76, 87]]"
12191,"[{36: -0.2600115926538149}, [36, 27, 2, 29, 89, 15, 72, 87, 95, 97]]"
12192,"[{50: 0.9794920427737568}, [50, 29, 100, 83, 72, 42, 81, 89, 98, 87]]"
12193,"[{49: 7.173350082876622}, [49, 89, 65, 72, 47, 76, 14, 46, 80, 88]]"
12194,"[{83: 2.4725381270658806}, [83, 81, 89, 72, 87, 93, 76, 35, 53, 55]]"
12195,"[{50: 5.542309040051656}, [50, 27, 69, 89, 54, 72, 76, 93, 83, 80]]"
12196,"[{35: 9.259671092716376}, [35, 50, 54, 36, 72, 85, 48, 94, 86, 12]]"
12197,"[{89: 3.196061850574271}, [89, 94, 49, 48, 10, 70, 67, 30, 96, 23]]"
12198,"[{78: 6.681145097149799}, [78, 89, 11, 76, 28, 48, 42, 71, 21, 40]]"
12199,"[{81: 2.7173687639121846}, [81, 60, 3, 89, 72, 83, 15, 88, 91, 85]]"
12200,"[{38: 8.758619893231797}, [38, 11, 10, 40, 62, 25, 32, 1, 36, 54]]"
12201,"[{21: 6.200314220586146}, [21, 46, 50, 100, 34, 2, 51, 45, 61, 41]]"
12202,"[{62: 6.793584334039678}, [62, 35, 50, 53, 47, 38, 72, 93, 88, 22]]"
12203,"[{72: 4.137630455801283}, [72, 69, 31, 100, 83, 80, 87, 81, 73, 76]]"
12204,"[{50: 2.3059125461003025}, [50, 29, 53, 35, 65, 26, 46, 61, 72, 22]]"
12205,"[{82: 4.286913632692248}, [82, 94, 60, 63, 48, 81, 10, 64, 100, 40]]"
12206,"[{87: 2.6885130305966287}, [87, 89, 78, 93, 72, 67, 91, 65, 96, 80]]"
12207,"[{14: 8.239023402895628}, [14, 21, 32, 42, 100, 83, 48, 27, 12, 6]]"
12208,"[{50: 5.115726848854543}, [50, 89, 68, 46, 21, 2, 40, 45, 1, 42]]"
12209,"[{53: 4.043104842371381}, [53, 36, 66, 27, 76, 72, 61, 65, 8, 80]]"
12210,"[{89: 3.5745206262283817}, [89, 32, 72, 88, 1, 93, 76, 96, 92, 81]]"
12211,"[{29: 6.520781855813386}, [29, 61, 35, 65, 80, 100, 76, 22, 51, 75]]"
12212,"[{53: 2.1674890695427145}, [53, 89, 32, 72, 93, 31, 62, 87, 76, 83]]"
12213,"[{38: 5.786244590537804}, [38, 50, 36, 68, 1, 29, 22, 61, 49, 23]]"
12214,"[{89: 3.290603195250174}, [89, 68, 93, 91, 76, 96, 97, 95, 72, 83]]"
12215,"[{50: 4.538067545694846}, [50, 89, 72, 76, 93, 97, 65, 100, 73, 88]]"
12216,"[{38: 8.453700001569496}, [38, 25, 27, 14, 61, 62, 8, 52, 89, 100]]"
12217,"[{28: 9.916320064034434}, [28, 42, 35, 56, 21, 72, 73, 81, 9, 86]]"
12218,"[{81: -3.8025993741759816}, [81, 66, 25, 17, 11, 62, 98, 6, 78, 28]]"
12219,"[{32: 1.8484246660107482}, [32, 54, 98, 78, 36, 90, 21, 12, 100, 40]]"
12220,"[{50: 4.83013164287895}, [50, 35, 68, 91, 87, 96, 95, 22, 11, 45]]"
12221,"[{100: 5.084763680988706}, [100, 98, 81, 50, 1, 83, 3, 31, 72, 14]]"
12222,"[{89: 7.418164637063113}, [89, 93, 78, 27, 73, 31, 82, 28, 14, 48]]"
12223,"[{54: 2.851192811579711}, [54, 72, 89, 76, 50, 42, 49, 68, 93, 87]]"
12224,"[{89: 5.7946080640574325}, [89, 78, 80, 77, 82, 90, 72, 85, 47, 53]]"
12225,"[{89: 3.632155351826777}, [89, 27, 76, 53, 25, 72, 21, 93, 92, 88]]"
12226,"[{100: 5.08744170699924}, [100, 65, 32, 83, 35, 68, 72, 78, 93, 91]]"
12227,"[{60: 5.168929899550278}, [60, 89, 94, 86, 81, 67, 91, 46, 65, 11]]"
12228,"[{89: 2.8036126052846773}, [89, 29, 87, 93, 72, 76, 66, 91, 83, 80]]"
12229,"[{89: 4.057454118898133}, [89, 19, 95, 78, 68, 88, 49, 84, 90, 82]]"
12230,"[{6: 2.0257784711263573}, [6, 72, 76, 100, 26, 83, 80, 89, 53, 54]]"
12231,"[{42: 5.341746998330648}, [42, 81, 72, 100, 54, 80, 76, 73, 78, 6]]"
12232,"[{61: 5.945722392085578}, [61, 70, 23, 89, 65, 72, 40, 93, 29, 76]]"
12233,"[{62: 4.588191342609554}, [62, 53, 72, 89, 83, 54, 68, 26, 11, 66]]"
12234,"[{89: 2.5071138374374193}, [89, 76, 96, 93, 47, 94, 72, 87, 78, 84]]"
12235,"[{27: 9.119037011040415}, [27, 50, 69, 31, 39, 89, 26, 72, 100, 40]]"
12236,"[{89: 4.362236502802169}, [89, 53, 72, 76, 35, 93, 11, 78, 96, 10]]"
12237,"[{40: 4.53727065379066}, [40, 100, 69, 87, 18, 7, 80, 85, 73, 95]]"
12238,"[{94: 5.689557552175666}, [94, 68, 48, 4, 83, 90, 82, 89, 78, 24]]"
12239,"[{42: 6.681745072276213}, [42, 6, 46, 56, 28, 25, 53, 100, 52, 10]]"
12240,"[{89: 3.812799556680628}, [89, 97, 36, 93, 72, 76, 83, 88, 96, 95]]"
12241,"[{49: 3.7552152499712053}, [49, 89, 66, 50, 68, 72, 76, 93, 78, 31]]"
12242,"[{89: 2.515996486345541}, [89, 91, 10, 93, 76, 87, 36, 49, 94, 28]]"
12243,"[{89: -1.3681909771474978}, [89, 76, 93, 72, 96, 94, 91, 81, 88, 97]]"
12244,"[{81: -0.3397713473071292}, [81, 72, 73, 87, 6, 78, 68, 93, 32, 69]]"
12245,"[{10: 8.078532394667848}, [10, 78, 82, 59, 94, 1, 25, 48, 73, 50]]"
12246,"[{87: 1.1593826768006301}, [87, 72, 66, 88, 93, 89, 76, 81, 96, 32]]"
12247,"[{62: 3.0178444060803002}, [62, 43, 35, 57, 72, 54, 6, 49, 39, 85]]"
12248,"[{89: 5.7935936961819285}, [89, 47, 38, 96, 91, 88, 93, 10, 53, 95]]"
12249,"[{36: 8.341492398663817}, [36, 69, 39, 48, 42, 93, 88, 25, 10, 77]]"
12250,"[{11: 3.1805419574383063}, [11, 39, 73, 77, 5, 51, 50, 52, 4, 61]]"
12251,"[{65: 1.9260203983939586}, [65, 11, 89, 54, 100, 49, 31, 3, 14, 83]]"
12252,"[{12: 8.992708865187737}, [12, 31, 100, 39, 38, 51, 10, 50, 66, 73]]"
12253,"[{89: 2.7275367902869894}, [89, 72, 83, 76, 93, 97, 91, 34, 69, 96]]"
12254,"[{78: 5.777599984806617}, [78, 73, 89, 76, 96, 50, 72, 91, 83, 92]]"
12255,"[{65: 4.94555722928755}, [65, 69, 12, 32, 72, 68, 50, 89, 76, 93]]"
12256,"[{50: 3.661526490043254}, [50, 29, 49, 89, 54, 72, 76, 56, 93, 83]]"
12257,"[{89: 2.305671139511923}, [89, 66, 93, 76, 72, 91, 88, 97, 56, 87]]"
12258,"[{83: 6.318877755866232}, [83, 76, 39, 85, 81, 53, 79, 61, 92, 52]]"
12259,"[{62: 9.684194634592904}, [62, 32, 19, 77, 53, 20, 93, 85, 84, 31]]"
12260,"[{62: 7.076678362962644}, [62, 49, 12, 47, 72, 89, 80, 65, 39, 56]]"
12261,"[{29: 6.504767736916876}, [29, 11, 89, 72, 66, 81, 76, 100, 83, 93]]"
12262,"[{36: 7.044121419723068}, [36, 48, 28, 11, 53, 78, 76, 93, 47, 56]]"
12263,"[{50: 3.450098552060858}, [50, 29, 89, 54, 61, 62, 72, 14, 76, 26]]"
12264,"[{89: 3.424533569841038}, [89, 68, 35, 54, 72, 96, 93, 47, 91, 76]]"
12265,"[{39: 4.260045604185626}, [39, 65, 14, 46, 61, 72, 12, 6, 25, 22]]"
12266,"[{89: 2.1185204628401504}, [89, 50, 32, 76, 62, 93, 72, 97, 96, 91]]"
12267,"[{50: 2.9173204004287094}, [50, 29, 35, 53, 54, 27, 46, 93, 56, 21]]"
12268,"[{89: 5.2921012044324165}, [89, 92, 93, 95, 96, 66, 91, 76, 32, 88]]"
12269,"[{89: 1.585098355152204}, [89, 76, 95, 91, 96, 88, 93, 94, 86, 78]]"
12270,"[{89: 2.7386406782993618}, [89, 49, 53, 76, 72, 42, 93, 21, 66, 83]]"
12271,"[{89: 3.336344713418295}, [89, 10, 93, 97, 72, 42, 94, 78, 81, 91]]"
12272,"[{62: 4.834099742752878}, [62, 89, 38, 76, 72, 28, 88, 93, 91, 87]]"
12273,"[{21: 2.2054823301194637}, [21, 72, 66, 100, 87, 89, 81, 83, 76, 14]]"
12274,"[{73: 3.589983859801998}, [73, 80, 78, 6, 72, 42, 89, 76, 100, 83]]"
12275,"[{89: 2.4070659031324664}, [89, 76, 50, 72, 88, 93, 87, 78, 81, 96]]"
12276,"[{89: 3.8215735798909614}, [89, 50, 27, 29, 35, 53, 49, 72, 48, 88]]"
12277,"[{35: 2.805320239165242}, [35, 21, 56, 2, 89, 6, 10, 98, 55, 51]]"
12278,"[{68: 5.9079394817137985}, [68, 49, 89, 66, 36, 10, 65, 29, 53, 91]]"
12279,"[{89: 4.689671816475768}, [89, 90, 97, 86, 94, 95, 7, 93, 84, 77]]"
12280,"[{89: 5.9707221056218795}, [89, 49, 48, 28, 35, 97, 93, 72, 90, 82]]"
12281,"[{50: 5.177013292440158}, [50, 65, 81, 69, 2, 26, 72, 100, 83, 98]]"
12282,"[{54: 7.930241602914868}, [54, 50, 100, 6, 80, 78, 21, 72, 89, 48]]"
12283,"[{89: 3.5028461470695746}, [89, 76, 72, 53, 46, 93, 69, 94, 21, 96]]"
12284,"[{27: 2.152622614365147}, [27, 34, 51, 100, 21, 10, 55, 40, 24, 22]]"
12285,"[{62: 6.389703586004975}, [62, 89, 53, 42, 72, 6, 88, 78, 81, 82]]"
12286,"[{89: 1.2177894134898275}, [89, 76, 50, 72, 87, 88, 53, 96, 93, 49]]"
12287,"[{100: 3.5468798194110773}, [100, 80, 78, 89, 76, 72, 85, 87, 88, 93]]"
12288,"[{36: 4.8207962905082775}, [36, 100, 87, 80, 89, 88, 65, 78, 93, 73]]"
12289,"[{62: 4.7378739248607245}, [62, 89, 32, 40, 97, 28, 72, 95, 90, 81]]"
12290,"[{29: 4.636376683743615}, [29, 27, 89, 36, 72, 76, 100, 93, 56, 83]]"
12291,"[{83: 8.594447721743014}, [83, 89, 54, 65, 21, 96, 66, 34, 70, 74]]"
12292,"[{65: 0.7362542753520923}, [65, 89, 83, 29, 81, 76, 72, 68, 97, 98]]"
12293,"[{94: 4.954621412153656}, [94, 86, 89, 10, 68, 60, 95, 55, 96, 88]]"
12294,"[{100: 1.5604629084838215}, [100, 52, 72, 29, 81, 45, 80, 76, 73, 46]]"
12295,"[{22: 4.392880800844822}, [22, 81, 34, 25, 2, 83, 41, 72, 91, 98]]"
12296,"[{35: 7.351704045087047}, [35, 27, 69, 65, 61, 11, 100, 72, 2, 48]]"
12297,"[{89: 3.543253754201324}, [89, 93, 76, 54, 61, 78, 72, 88, 73, 97]]"
12298,"[{11: 3.9732753377598624}, [11, 62, 80, 78, 73, 100, 52, 89, 72, 35]]"
12299,"[{89: 2.1632643359668884}, [89, 50, 72, 76, 5, 61, 93, 78, 19, 83]]"
12300,"[{39: 7.140660559619345}, [39, 22, 42, 34, 53, 54, 61, 46, 32, 11]]"
12301,"[{66: 3.044696661757463}, [66, 76, 35, 71, 73, 6, 79, 56, 95, 86]]"
12302,"[{31: 7.543239400440076}, [31, 66, 54, 35, 12, 29, 26, 48, 22, 11]]"
12303,"[{27: 5.827917034083403}, [27, 100, 35, 14, 36, 72, 81, 46, 98, 83]]"
12304,"[{62: 9.308926921073553}, [62, 31, 61, 28, 5, 65, 79, 96, 94, 25]]"
12305,"[{32: 5.709276226690035}, [32, 34, 12, 72, 22, 55, 11, 76, 80, 100]]"
12306,"[{50: 5.968734549041369}, [50, 27, 35, 29, 61, 65, 12, 42, 11, 72]]"
12307,"[{89: 6.334274354229908}, [89, 63, 60, 38, 97, 94, 90, 64, 86, 82]]"
12308,"[{65: 8.227673339747506}, [65, 35, 14, 29, 69, 72, 83, 34, 81, 100]]"
12309,"[{65: 7.888796444431003}, [65, 39, 53, 14, 26, 66, 6, 100, 72, 52]]"
12310,"[{89: 4.207810056671051}, [89, 32, 35, 53, 93, 72, 91, 76, 12, 83]]"
12311,"[{68: 7.193797280144788}, [68, 53, 38, 48, 14, 31, 89, 76, 93, 70]]"
12312,"[{42: 4.6767736424699455}, [42, 89, 21, 35, 66, 34, 12, 61, 76, 48]]"
12313,"[{46: 5.322120220617261}, [46, 10, 6, 100, 51, 88, 93, 37, 8, 82]]"
12314,"[{36: 4.379739237853853}, [36, 27, 53, 32, 62, 21, 54, 76, 72, 6]]"
12315,"[{72: 2.1060940558759307}, [72, 89, 65, 76, 83, 100, 93, 32, 73, 31]]"
12316,"[{50: 8.530652954007651}, [50, 69, 62, 29, 56, 12, 14, 11, 6, 38]]"
12317,"[{80: 5.9345170648558065}, [80, 27, 31, 100, 66, 52, 53, 14, 35, 40]]"
12318,"[{48: 3.693807832923759}, [48, 76, 28, 94, 65, 91, 25, 83, 73, 43]]"
12319,"[{38: 5.484698806424653}, [38, 68, 89, 35, 29, 96, 95, 97, 47, 94]]"
12320,"[{31: 3.5394356865263905}, [31, 62, 89, 72, 53, 100, 32, 83, 35, 76]]"
12321,"[{50: 1.0392276863742715}, [50, 36, 31, 69, 72, 51, 100, 83, 45, 78]]"
12322,"[{89: 4.534014080541347}, [89, 53, 21, 72, 11, 100, 93, 76, 48, 78]]"
12323,"[{94: 6.247556594087974}, [94, 62, 36, 88, 91, 50, 64, 66, 82, 11]]"
12324,"[{89: 4.360812133782118}, [89, 62, 93, 91, 61, 54, 95, 88, 96, 97]]"
12325,"[{72: 4.41711086531015}, [72, 32, 80, 54, 39, 79, 14, 35, 98, 11]]"
12326,"[{36: 6.394674244020253}, [36, 54, 89, 76, 72, 6, 80, 93, 87, 88]]"
12327,"[{89: 3.832512223845818}, [89, 78, 50, 48, 72, 83, 73, 93, 76, 85]]"
12328,"[{11: 1.4178676567470396}, [11, 21, 72, 89, 5, 34, 69, 40, 88, 26]]"
12329,"[{29: 7.95645072881041}, [29, 50, 54, 83, 89, 72, 42, 100, 98, 12]]"
12330,"[{27: 6.909295561875743}, [27, 31, 53, 89, 72, 6, 49, 68, 87, 80]]"
12331,"[{89: 5.840552803569208}, [89, 53, 72, 27, 47, 76, 93, 48, 91, 97]]"
12332,"[{29: 6.554089855001251}, [29, 35, 42, 26, 54, 3, 66, 52, 68, 55]]"
12333,"[{61: 5.525911090062894}, [61, 73, 6, 65, 50, 83, 68, 47, 91, 56]]"
12334,"[{69: 9.02295229874209}, [69, 36, 48, 21, 42, 81, 79, 97, 71, 23]]"
12335,"[{49: 3.0121427107541403}, [49, 27, 46, 76, 61, 22, 26, 78, 28, 6]]"
12336,"[{54: 2.6443620733658095}, [54, 35, 68, 72, 42, 61, 76, 47, 14, 6]]"
12337,"[{50: 5.331041210874976}, [50, 49, 36, 72, 28, 89, 22, 38, 100, 52]]"
12338,"[{83: 1.7094391481195785}, [83, 81, 98, 100, 42, 21, 72, 76, 89, 14]]"
12339,"[{69: 5.019301302153699}, [69, 56, 89, 72, 28, 38, 76, 39, 83, 88]]"
12340,"[{27: 0.7910203875918047}, [27, 49, 89, 68, 22, 61, 56, 40, 72, 81]]"
12341,"[{28: 8.662199791710723}, [28, 96, 78, 94, 63, 73, 26, 88, 52, 69]]"
12342,"[{50: 6.948844508905492}, [50, 35, 49, 76, 53, 39, 83, 56, 48, 6]]"
12343,"[{47: 6.371402381412462}, [47, 68, 66, 89, 78, 73, 94, 80, 46, 96]]"
12344,"[{10: 1.523644781015747}, [10, 89, 88, 1, 84, 78, 59, 90, 63, 40]]"
12345,"[{89: 3.569750311335067}, [89, 94, 86, 90, 62, 48, 63, 96, 84, 93]]"
12346,"[{69: 5.382442517426589}, [69, 89, 35, 72, 68, 66, 42, 76, 83, 93]]"
12347,"[{100: 9.260137567439688}, [100, 39, 54, 26, 51, 62, 32, 46, 29, 68]]"
12348,"[{29: 6.117778955758105}, [29, 27, 100, 31, 42, 89, 72, 69, 61, 83]]"
12349,"[{53: 7.2871594554526276}, [53, 68, 54, 61, 89, 76, 72, 56, 93, 96]]"
12350,"[{78: 2.3895477184111353}, [78, 90, 28, 6, 61, 86, 70, 20, 12, 38]]"
12351,"[{50: 7.424634593690857}, [50, 26, 34, 53, 14, 61, 72, 100, 6, 81]]"
12352,"[{76: 4.54402143333721}, [76, 83, 93, 88, 53, 29, 85, 36, 75, 68]]"
12353,"[{89: 3.8188317901392823}, [89, 27, 32, 91, 72, 93, 76, 87, 88, 81]]"
12354,"[{50: 8.1877857471286}, [50, 62, 21, 53, 42, 48, 45, 100, 72, 2]]"
12355,"[{32: 4.807719974413083}, [32, 50, 93, 28, 39, 98, 38, 78, 83, 23]]"
12356,"[{50: 6.860814404357946}, [50, 56, 26, 11, 89, 72, 6, 34, 81, 45]]"
12357,"[{86: 3.9672753679320163}, [86, 84, 47, 3, 50, 27, 54, 61, 71, 40]]"
12358,"[{69: 4.397118964552821}, [69, 56, 89, 6, 10, 26, 93, 96, 39, 91]]"
12359,"[{89: 3.6424384398093297}, [89, 68, 91, 93, 76, 32, 94, 49, 96, 47]]"
12360,"[{89: 2.8057272160489375}, [89, 97, 49, 62, 94, 90, 96, 91, 86, 93]]"
12361,"[{81: 2.221271680036713}, [81, 21, 35, 83, 72, 100, 98, 11, 46, 93]]"
12362,"[{6: 6.123429195695611}, [6, 89, 35, 96, 49, 23, 72, 53, 21, 76]]"
12363,"[{89: 3.0392666607405983}, [89, 83, 93, 54, 91, 72, 76, 97, 66, 87]]"
12364,"[{89: 3.449075287005177}, [89, 72, 65, 76, 93, 83, 87, 100, 6, 88]]"
12365,"[{88: 1.6319081034160732}, [88, 72, 36, 27, 87, 78, 6, 61, 38, 95]]"
12366,"[{50: 3.8851108310181206}, [50, 72, 31, 21, 26, 28, 76, 48, 97, 34]]"
12367,"[{27: 8.344037061724306}, [27, 32, 19, 11, 12, 54, 81, 98, 70, 85]]"
12368,"[{89: 0.0023385603822663192}, [89, 76, 72, 93, 87, 81, 32, 83, 91, 65]]"
12369,"[{50: 6.607253287254276}, [50, 31, 66, 22, 56, 68, 34, 1, 3, 72]]"
12370,"[{38: 5.670739004060931}, [38, 46, 11, 56, 27, 21, 45, 40, 53, 6]]"
12371,"[{35: 4.395555917599634}, [35, 29, 36, 19, 78, 39, 81, 45, 92, 21]]"
12372,"[{29: 8.732563293687983}, [29, 46, 53, 36, 68, 34, 38, 8, 79, 60]]"
12373,"[{89: 2.377596560847879}, [89, 72, 93, 87, 76, 94, 91, 65, 88, 96]]"
12374,"[{18: 4.732741707256287}, [18, 38, 35, 82, 90, 10, 76, 45, 71, 37]]"
12375,"[{54: 5.899957619806706}, [54, 34, 26, 35, 98, 22, 81, 84, 63, 25]]"
12376,"[{27: 6.3515500155871365}, [27, 73, 34, 56, 85, 93, 22, 87, 3, 30]]"
12377,"[{65: 3.592211233536398}, [65, 87, 100, 81, 83, 62, 25, 55, 78, 85]]"
12378,"[{50: 6.468560801831055}, [50, 61, 65, 100, 72, 11, 12, 6, 81, 80]]"
12379,"[{12: 6.225393624133975}, [12, 69, 48, 26, 49, 38, 34, 56, 29, 53]]"
12380,"[{89: 2.274468070017069}, [89, 66, 76, 72, 87, 93, 61, 80, 50, 88]]"
12381,"[{36: 6.900172858495657}, [36, 62, 53, 100, 89, 68, 66, 49, 81, 72]]"
12382,"[{50: 6.483195388427234}, [50, 22, 27, 66, 49, 46, 14, 11, 55, 6]]"
12383,"[{62: 2.3416099710253975}, [62, 76, 72, 68, 93, 80, 87, 65, 73, 88]]"
12384,"[{39: 5.660790967999956}, [39, 50, 72, 30, 83, 87, 43, 91, 9, 95]]"
12385,"[{89: 6.042308260512667}, [89, 47, 82, 90, 48, 78, 76, 72, 84, 88]]"
12386,"[{49: 2.563258581303115}, [49, 76, 72, 81, 83, 87, 66, 27, 88, 96]]"
12387,"[{100: 3.1449815460924366}, [100, 72, 42, 83, 87, 98, 66, 76, 26, 73]]"
12388,"[{29: 8.115968651414605}, [29, 69, 89, 68, 72, 93, 83, 88, 85, 80]]"
12389,"[{35: 3.0566084718989015}, [35, 34, 83, 14, 72, 89, 76, 39, 22, 12]]"
12390,"[{54: 6.723787537345901}, [54, 69, 53, 35, 68, 11, 21, 73, 34, 40]]"
12391,"[{2: 5.334404822313368}, [2, 81, 100, 72, 69, 12, 98, 83, 54, 76]]"
12392,"[{89: 3.5087339706300646}, [89, 78, 73, 96, 92, 90, 93, 94, 80, 91]]"
12393,"[{21: 4.609489915386174}, [21, 42, 32, 81, 100, 56, 98, 72, 83, 22]]"
12394,"[{89: 3.618547822314355}, [89, 95, 96, 36, 93, 68, 88, 94, 91, 10]]"
12395,"[{11: 9.020813657730427}, [11, 12, 21, 47, 61, 79, 35, 29, 49, 71]]"
12396,"[{89: 1.4241818332858662}, [89, 91, 76, 11, 83, 93, 88, 81, 97, 55]]"
12397,"[{61: 8.03203251752463}, [61, 14, 50, 68, 11, 22, 28, 6, 47, 34]]"
12398,"[{6: 7.957804803237087}, [6, 48, 21, 27, 49, 66, 12, 38, 78, 73]]"
12399,"[{50: 3.459654235888472}, [50, 32, 27, 49, 21, 48, 31, 89, 39, 3]]"
12400,"[{87: 3.824968844849508}, [87, 78, 80, 73, 92, 88, 93, 96, 79, 76]]"
12401,"[{36: 2.8926102923886865}, [36, 8, 89, 3, 72, 65, 61, 78, 40, 49]]"
12402,"[{62: 4.730851487261493}, [62, 49, 89, 53, 56, 12, 6, 11, 72, 47]]"
12403,"[{50: 5.194039763793727}, [50, 35, 65, 89, 72, 68, 76, 83, 93, 91]]"
12404,"[{49: 5.202763352095683}, [49, 89, 28, 76, 72, 93, 56, 78, 97, 35]]"
12405,"[{54: 5.709394735697455}, [54, 36, 32, 11, 10, 25, 66, 49, 6, 72]]"
12406,"[{27: 5.910329370031509}, [27, 29, 3, 81, 31, 66, 91, 64, 21, 6]]"
12407,"[{89: 3.532067335428389}, [89, 93, 76, 72, 92, 78, 73, 65, 96, 83]]"
12408,"[{29: 6.556371072491656}, [29, 31, 49, 42, 66, 54, 72, 12, 14, 89]]"
12409,"[{89: 6.009871034529984}, [89, 90, 94, 76, 35, 97, 47, 55, 71, 96]]"
12410,"[{89: 3.9998541818294324}, [89, 35, 72, 65, 54, 83, 76, 100, 80, 49]]"
12411,"[{61: 6.592169244450236}, [61, 89, 62, 6, 32, 72, 49, 66, 76, 53]]"
12412,"[{76: 0.010883478182994732}, [76, 53, 72, 87, 65, 69, 88, 80, 81, 73]]"
12413,"[{100: 6.874443750228202}, [100, 52, 31, 80, 78, 72, 83, 61, 65, 53]]"
12414,"[{89: 7.969947023471033}, [89, 54, 7, 91, 88, 72, 82, 97, 93, 10]]"
12415,"[{27: 2.3115027722575423}, [27, 5, 72, 6, 32, 66, 80, 65, 54, 75]]"
12416,"[{50: 3.927273635783341}, [50, 62, 10, 42, 49, 66, 34, 23, 70, 83]]"
12417,"[{26: 7.6483978240431}, [26, 78, 90, 62, 25, 56, 93, 35, 85, 79]]"
12418,"[{53: 6.072118377571666}, [53, 83, 27, 100, 32, 72, 54, 81, 89, 98]]"
12419,"[{31: 5.450624779519927}, [31, 42, 11, 46, 26, 6, 14, 81, 72, 34]]"
12420,"[{78: -0.2723275375486749}, [78, 72, 88, 98, 84, 100, 36, 97, 51, 49]]"
12421,"[{29: 5.678408353792815}, [29, 61, 21, 14, 31, 47, 39, 6, 72, 89]]"
12422,"[{68: 8.212948655857032}, [68, 48, 38, 70, 6, 66, 82, 78, 89, 94]]"
12423,"[{35: 7.326456738007536}, [35, 36, 54, 22, 2, 1, 89, 55, 31, 60]]"
12424,"[{22: 7.942942140842045}, [22, 11, 68, 42, 46, 14, 66, 40, 21, 32]]"
12425,"[{89: 2.6386240505570053}, [89, 93, 94, 91, 88, 96, 32, 76, 86, 97]]"
12426,"[{27: 7.506130774006732}, [27, 100, 35, 32, 83, 21, 6, 80, 78, 66]]"
12427,"[{78: 6.505773861325233}, [78, 49, 80, 54, 32, 35, 100, 53, 75, 19]]"
12428,"[{89: 2.526724372332839}, [89, 72, 93, 76, 31, 91, 35, 69, 94, 96]]"
12429,"[{83: 6.241689477727035}, [83, 42, 72, 100, 80, 73, 78, 98, 76, 93]]"
12430,"[{50: 7.652954428292158}, [50, 32, 36, 49, 65, 66, 89, 21, 83, 81]]"
12431,"[{36: 4.962760230478899}, [36, 18, 46, 69, 68, 54, 94, 25, 9, 67]]"
12432,"[{29: 5.242730334948499}, [29, 65, 46, 22, 35, 25, 61, 49, 83, 4]]"
12433,"[{78: 6.029915377578872}, [78, 73, 80, 77, 94, 75, 85, 67, 90, 43]]"
12434,"[{73: 1.989624381235801}, [73, 76, 78, 100, 80, 61, 52, 75, 89, 72]]"
12435,"[{27: 6.540866165077389}, [27, 36, 61, 62, 31, 53, 69, 54, 72, 20]]"
12436,"[{54: 5.2757133767728615}, [54, 53, 35, 89, 6, 12, 72, 14, 21, 28]]"
12437,"[{89: -2.0948503461331742}, [89, 27, 87, 81, 76, 93, 65, 91, 1, 97]]"
12438,"[{27: 6.386539381485431}, [27, 31, 62, 89, 12, 100, 80, 78, 72, 73]]"
12439,"[{89: 2.71216006350324}, [89, 72, 81, 62, 93, 88, 76, 97, 10, 83]]"
12440,"[{89: 2.1398323911907005}, [89, 72, 81, 83, 40, 91, 3, 76, 56, 5]]"
12441,"[{89: 3.5599728130492436}, [89, 49, 53, 50, 68, 72, 83, 93, 91, 76]]"
12442,"[{89: 3.4505878349659356}, [89, 94, 91, 97, 86, 96, 95, 90, 84, 93]]"
12443,"[{50: 2.3995288193427973}, [50, 89, 29, 53, 27, 72, 93, 76, 69, 81]]"
12444,"[{89: 6.001574127450748}, [89, 97, 76, 96, 90, 93, 77, 82, 92, 94]]"
12445,"[{31: 4.27669546891134}, [31, 100, 72, 98, 76, 81, 83, 73, 80, 50]]"
12446,"[{89: 1.7513630482703335}, [89, 6, 49, 54, 61, 76, 72, 68, 47, 87]]"
12447,"[{6: 8.733108720458835}, [6, 72, 69, 73, 93, 22, 2, 53, 90, 76]]"
12448,"[{62: 9.948867372099443}, [62, 46, 61, 26, 6, 70, 88, 72, 55, 91]]"
12449,"[{76: 0.8665649062117715}, [76, 89, 72, 93, 87, 83, 78, 73, 92, 77]]"
12450,"[{80: 7.490716155508173}, [80, 78, 93, 96, 87, 99, 88, 81, 67, 32]]"
12451,"[{89: 4.05233770622889}, [89, 93, 47, 76, 88, 48, 72, 91, 6, 94]]"
12452,"[{31: 4.649270252705131}, [31, 50, 14, 12, 35, 69, 26, 40, 70, 62]]"
12453,"[{89: 3.540890070913117}, [89, 94, 91, 47, 54, 50, 93, 86, 88, 66]]"
12454,"[{78: 7.952961727759661}, [78, 89, 31, 19, 53, 75, 5, 70, 97, 34]]"
12455,"[{62: 5.471758723288831}, [62, 49, 89, 56, 23, 10, 72, 93, 76, 90]]"
12456,"[{62: 3.60263583989653}, [62, 27, 77, 28, 82, 83, 95, 79, 61, 94]]"
12457,"[{89: 2.4770140175811}, [89, 49, 84, 90, 8, 91, 82, 94, 97, 93]]"
12458,"[{89: 1.78152148503967}, [89, 83, 72, 11, 78, 76, 93, 40, 85, 35]]"
12459,"[{61: 1.5857504017911828}, [61, 69, 68, 19, 80, 76, 55, 12, 95, 34]]"
